id,name,team,role,battingStyle,bowlingStyle
864c199e,AC Voges,Australia,Batsman,,
685d3f80,AJ Pycroft,Unknown,Unknown,,
f02778d1,Aleem Dar,Unknown,Unknown,,
33085ffb,D Elgar,South Africa,Batsman,,
dcce6f09,DA Warner,Australia,Batsman,,
8fd1a8f5,DW Steyn,South Africa,Batsman,,
3355b542,F du Plessis,South Africa,Batsman,,
e798611a,HM Amla,South Africa,Batsman,,
2e8994e7,JP Duminy,South Africa,Batsman,,
03806cf8,JR Hazlewood,Australia,Bowler,,
e62dd25d,K Rabada,South Africa,Batsman,,
0b60eb09,KA Maharaj,South Africa,Batsman,,
3fb19989,MA Starc,Australia,Bowler,,
3d8feaf8,MR Marsh,Australia,Bowler,,
573fb985,NJ Llong,Unknown,Unknown,,
96a6a7ad,NM Lyon,Australia,Bowler,,
a22fb7b5,PM Nevill,Australia,Batsman,,
bd93fea4,PM Siddle,Australia,Bowler,,
372455c4,Q de Kock,South Africa,Batsman,,
4017868f,RA Kettleborough,Unknown,Unknown,,
13bee186,SC Cook,South Africa,Batsman,,
508a1ea7,SE Marsh,Australia,Batsman,,
9b3f9323,SJ Nogajski,Unknown,Unknown,,
30a45b23,SPD Smith,Australia,Batsman,,
9ffd1ac1,T Bavuma,South Africa,Batsman,,
331ea488,UT Khawaja,Australia,Batsman,,
cfe70281,VD Philander,South Africa,Batsman,,
9b4935c8,CJ Ferguson,Australia,Batsman,,
087210b1,DJ Vilas,Unknown,Batsman,,
7a5f232a,JA Burns,Australia,Batsman,,
f048bb41,JM Mennie,Australia,Batsman,,
a9da7784,KJ Abbott,South Africa,Bowler,,
487c072e,MD Martell,Unknown,Unknown,,
bc773eeb,JM Bird,Australia,Bowler,,
afa7e784,MS Wade,Australia,Batsman,,
218d4d78,MT Renshaw,Australia,Batsman,,
44afbf2d,NJ Maddinson,Australia,Batsman,,
68304a36,P Wilson,Unknown,Unknown,,
ada15e88,PSP Handscomb,Australia,Batsman,,
a03bba42,T Shamsi,South Africa,Batsman,,
50250426,Asad Shafiq,Pakistan,Batsman,,
211de69f,Azhar Ali,Pakistan,Bowler,,
8a75e999,Babar Azam,Pakistan,Batsman,,
a9dfdf6c,IJ Gould,Unknown,Unknown,,
7eae4418,Misbah-ul-Haq,Pakistan,Batsman,,
e174dadd,Mohammad Amir,Pakistan,Bowler,,
20672246,RK Illingworth,Unknown,Unknown,,
766b5798,RS Madugalle,Unknown,Unknown,,
a63775d6,Rahat Ali,Pakistan,Bowler,,
9b9ee0df,S Ravi,Unknown,Unknown,,
96a2336e,Sami Aslam,Pakistan,Batsman,,
2254ab79,Sarfraz Ahmed,Pakistan,Batsman,,
b3118300,Wahab Riaz,Pakistan,Bowler,,
f2800ef3,Yasir Shah,Pakistan,Bowler,,
33cb3411,Younis Khan,Pakistan,Batsman,,
5af743d0,Sohail Khan,Pakistan,Batsman,,
ab965cad,HWR Cartwright,Australia,Batsman,,
2b0f2af3,Imran Khan,Pakistan,Bowler,,
2f26ac1a,Mohammad Rizwan,Unknown,Batsman,,
3540beff,SNJ O'Keefe,Australia,Bowler,,
193ef196,Sharjeel Khan,Pakistan,Batsman,,
6834d1f2,B Stanlake,Australia,Batsman,,
0f9d921b,C Shamshuddin,Unknown,Unknown,,
45eda7c8,CA Lynn,Australia,Batsman,,
d5ac41d8,CB Gaffaney,Unknown,Unknown,,
b681e71e,GJ Maxwell,Australia,Batsman,,
2911de16,Hasan Ali,Pakistan,Bowler,,
9cb8d7a6,Imad Wasim,Pakistan,Bowler,,
2e760301,JJ Crowe,Unknown,Unknown,,
808f425a,JP Faulkner,Australia,Batsman,,
9ab63e7b,Mohammad Hafeez,Pakistan,Bowler,,
3086f7a4,Mohammad Nawaz (3),Pakistan,Bowler,,
ded9240e,PJ Cummins,Australia,Batsman,,
12b610c2,TM Head,Australia,Batsman,,
fd2bf2a0,Umar Akmal,Pakistan,Batsman,,
086f5984,Junaid Khan,Pakistan,Bowler,,
64c34cd0,Shoaib Malik,Pakistan,Bowler,,
6b725ed1,SD Fry,Unknown,Unknown,,
14f96089,A Zampa,Australia,Bowler,,
b8d490fd,AJ Finch,Australia,Batsman,,
ff1e12a0,AJ Turner,Australia,Batsman,,
7c7d63a2,AJ Tye,Australia,Bowler,,
cfad138c,CK Kapugedera,Sri Lanka,Batsman,,
770494eb,DAS Gunaratne,Sri Lanka,Batsman,,
5a22d91c,EMDY Munaweera,Sri Lanka,Batsman,,
530b20e3,JRMVB Sanjaya,Sri Lanka,Bowler,,
469ea22b,KMDN Kulasekara,Sri Lanka,Bowler,,
b970a03f,M Klinger,Australia,Batsman,,
32198ae0,MC Henriques,Australia,Batsman,,
18aca3ce,MW Graham-Smith,Unknown,Unknown,,
45963d9e,N Dickwella,Sri Lanka,Batsman,,
79aad751,PADLR Sandakan,Sri Lanka,Bowler,,
f78e7113,S Prasanna,Sri Lanka,Bowler,,
a12e1d51,SL Malinga,Sri Lanka,Bowler,,
bf7842c9,TAM Siriwardana,Sri Lanka,Batsman,,
5748e866,TD Paine,Australia,Batsman,,
7ed9fd56,WU Tharanga,Sri Lanka,Batsman,,
5d1e7582,BKG Mendis,Sri Lanka,Batsman,,
272d796e,BR Dunk,Australia,Batsman,,
1ee08e9a,JA Richardson,Australia,Batsman,,
3ff033bb,MD Shanaka,Sri Lanka,Bowler,,
928670cc,BJ Watling,New Zealand,Batsman,,
af2c687b,C Munro,New Zealand,Batsman,,
94d7f855,C de Grandhomme,New Zealand,Bowler,,
a4af5528,GA Abood,Unknown,Unknown,,
5056011d,GJ Bailey,Australia,Batsman,,
323e4c16,HDPK Dharmasena,Unknown,Unknown,,
9219eff0,JDS Neesham,New Zealand,Bowler,,
d027ba9f,KS Williamson,New Zealand,Batsman,,
2f9d0389,LH Ferguson,New Zealand,Bowler,,
2be41edb,MJ Guptill,New Zealand,Batsman,,
e84ac20c,MJ Henry,New Zealand,Bowler,,
e4a0deae,MJ Santner,New Zealand,Bowler,,
410e2f12,RB Richardson,Unknown,Unknown,,
a818c1be,TA Boult,New Zealand,Bowler,,
e824e6ee,TWM Latham,New Zealand,Batsman,,
13c35c9e,TG Southee,New Zealand,Bowler,,
03521fd3,HM Nicholls,New Zealand,Batsman,,
b98cdbf0,AD Poynter,Leinster Lightning,Batsman,,
7ffe0ce3,AJ Neill,Unknown,Unknown,,
a2a0fa9a,C Dougherty,Northern Knights,Batsman,,
fd67a507,DI Joyce,Leinster Lightning,Batsman,,
49dfe4a4,EJ Richardson,Leinster Lightning,Bowler,,
c021553e,FP McAllister,Leinster Lightning,Batsman,,
bd48593c,GE Kidd,Northern Knights,Batsman,,
99cddc5e,GH Dockrell,Leinster Lightning,Bowler,,
6232e1ed,GJ McCarter,Northern Knights,Batsman,,
91f0792f,GJ Thompson,Northern Knights,Batsman,,
d5bbb6a2,J Anderson,Leinster Lightning,Batsman,,
75e774bd,J Holmes,Northern Knights,Batsman,,
64770caf,JB Tector,Unknown,Batsman,,
243431b5,KJ O'Brien,Leinster Lightning,Bowler,,
f3c786ea,LT Nelson,Northern Knights,Batsman,,
3f18724b,MC Sorensen,Leinster Lightning,Bowler,,
8c59e656,MT Ross,Unknown,Unknown,,
9018bf65,Mansoor Amjad,Northern Knights,Batsman,,
c5326dd0,NG Jones,Northern Knights,Batsman,,
547408c8,NL Smith,Northern Knights,Batsman,,
3c9b9153,PA Eakin,Northern Knights,Batsman,,
4aeeaa41,PS Eaglestone,Northern Knights,Batsman,,
0e9d839b,S Wijesundera,Unknown,Unknown,,
c9945bdf,Simi Singh,Leinster Lightning,Batsman,,
af28816c,TE Kane,Leinster Lightning,Bowler,,
92a9be81,Yaqoob Ali,Leinster Lightning,Bowler,,
e957b38f,AR McBrine,North-West Warriors,Bowler,,
ab859427,DA Rankin,North-West Warriors,Batsman,,
2e2fe3e8,DP Hyatt,North-West Warriors,Bowler,,
46f4a901,G McCrea,Unknown,Unknown,,
82038f80,J Barnes,North-West Warriors,Bowler,,
183d6eaa,J Robinson,North-West Warriors,Bowler,,
3979b5e0,L Tucker,Leinster Lightning,Batsman,,
7c18b36c,M Marais,North-West Warriors,Batsman,,
f9c9bd9e,N Dunn,Unknown,Unknown,,
a416c9c3,PA Reynolds,Unknown,Unknown,,
415e5c01,R Allen,North-West Warriors,Bowler,,
a124a56b,RL Dougherty,North-West Warriors,Batsman,,
82adf7b6,S Campbell,North-West Warriors,Bowler,,
7f87204d,SP Terry,Leinster Lightning,Batsman,,
7f3ad1ed,SR Thompson,North-West Warriors,Bowler,,
b16ddb79,W McClintock,North-West Warriors,Bowler,,
8b054bba,AP Gillespie,North-West Warriors,Batsman,,
862c0b16,Aidan Seaver,Unknown,Unknown,,
869093c3,O Williams,North-West Warriors,Batsman,,
8c2aa0f9,PKD Chase,Leinster Lightning,Bowler,,
3751641c,S Dutt,Unknown,Unknown,,
de43472d,SA Britton,North-West Warriors,Batsman,,
72b95896,A Dennison,Northern Knights,Batsman,,
c962d3a5,GKR McKinley,Northern Knights,Batsman,,
6b64e7a3,J Mulder,Northern Knights,Batsman,,
dec8e038,J Theron,Northern Knights,Batsman,,
6e161a33,JNK Shannon,Northern Knights,Batsman,,
84fa5232,Jareth McCready,Unknown,Unknown,,
3147131e,Nathan Smith,Northern Knights,Batsman,,
c8065f31,SC Getkate,Northern Knights,Batsman,,
4992d6f6,ST Doheny,Leinster Lightning,Batsman,,
7f92e0e7,A Austin,North-West Warriors,Batsman,,
51c90542,D Scanlon,North-West Warriors,Batsman,,
6572b117,M Berry,Northern Knights,Bowler,,
d938b9c8,M Gilmour,Northern Knights,Batsman,,
0c677650,Philip Thompson,Unknown,Unknown,,
156c8fb1,R Black,Unknown,Unknown,,
b4402d8a,R MacBeth,North-West Warriors,Batsman,,
67940f4e,RRG Blair,Unknown,Unknown,,
902b91d5,SM Bunting,Northern Knights,Bowler,,
f7ad4494,Jonathan Kennedy,Unknown,Unknown,,
f32d890a,PJ Malan,Northern Knights,Batsman,,
955e8e86,A Mgijima,Cape Cobras,Batsman,,
634b11ac,A Paleker,Unknown,Unknown,,
6fa3258c,AT Holdstock,Unknown,Unknown,,
7bb1331e,BP Jele,Unknown,Unknown,,
9ab2cc9b,C Tshiki,Cape Cobras,Batsman,,
462d7c62,D Paterson,Cape Cobras,Bowler,,
d7a57f75,D du Preez,Knights,Batsman,,
d67d5f00,DA Miller,Knights,Batsman,,
f8e6dbdd,DS Rosier,Knights,Batsman,,
e5437608,GF Linde,Cape Cobras,Bowler,,
91cd48e0,JF Smith,Cape Cobras,Batsman,,
55f33b32,JL Ontong,Cape Cobras,Batsman,,
a757b0d8,KA Pollard,Cape Cobras,Bowler,,
bf64dc29,KD Petersen,Cape Cobras,Batsman,,
58f01d47,LM Zuma,Knights,Bowler,,
d4eef961,M de Lange,Knights,Batsman,,
39181592,PE Kruger,Knights,Batsman,,
4025c262,PJ van Biljon,Knights,Batsman,,
18c78b11,RE Levi,Cape Cobras,Batsman,,
7955eb15,RK Kleinveldt,Cape Cobras,Bowler,,
13d0b3d6,RS Second,Knights,Batsman,,
6d9e5a54,S George,Unknown,Unknown,,
4146063f,SB Lambson,Unknown,Unknown,,
97b0e4ff,SC van Schalkwyk,Knights,Batsman,,
8e6827f7,T Ntuli,Knights,Bowler,,
36ea17c1,TL Moreki,Cape Cobras,Batsman,,
ed982dfa,TM Bodibe,Knights,Batsman,,
7f8ecc51,AM Phangiso,Lions,Bowler,,
9a2fc964,BC Fortuin,Lions,Batsman,,
aa8d28ae,D Wiese,Titans,Bowler,,
f66f5343,DA Hendricks,Lions,Batsman,,
a7bc76a0,E Leie,Lions,Bowler,,
dce2019b,F Behardien,Titans,Batsman,,
a316d663,GC Viljoen,Lions,Bowler,,
9c9f8dbc,H Davids,Titans,Batsman,,
235c2bb6,H Klaasen,Titans,Batsman,,
9948e262,HE van der Dussen,Lions,Batsman,,
ede05b97,HG Kuhn,Titans,Batsman,,
c3d35165,JA Morkel,Titans,Batsman,,
f834dcfc,L Ngidi,Titans,Bowler,,
8836fcac,M Mosehle,Lions,Batsman,,
52c0576c,MK McGillivray,Lions,Bowler,,
9d50c7e1,MP Siboto,Titans,Bowler,,
59a7fc89,MQ Adams,Titans,Batsman,,
055e8d7b,NJ van den Bergh,Lions,Batsman,,
c96f6ac5,PWA Mulder,Lions,Bowler,,
b8cc58c9,RR Hendricks,Lions,Batsman,,
ffd3fc37,S von Berg,Titans,Bowler,,
0827b38d,TG Mokoena,Titans,Batsman,,
f9607922,A Barnes,Unknown,Unknown,,
9df3a2f4,ACR Birch,Warriors,Bowler,,
ab6b1c45,AL Phehlukwayo,Dolphins,Batsman,,
1e182ae2,BD Walters,Warriors,Bowler,,
27ca3a11,C Chetty,Dolphins,Batsman,,
f25cebec,C Fortuin,Warriors,Batsman,,
a81d6706,C Jonker,Warriors,Batsman,,
c995d726,CA Ingram,Warriors,Batsman,,
26d9937d,CJ Alexander,Dolphins,Batsman,,
e734d090,CN Ackermann,Warriors,Bowler,,
afa78c3a,CS Delport,Dolphins,Batsman,,
d17bec15,DJ Smith,Unknown,Unknown,,
3516e46b,GH Pienaar,Unknown,Unknown,,
acee4cc4,Imran Tahir,Dolphins,Batsman,,
42172c3c,JT Smuts,Warriors,Bowler,,
9784fb60,K Nipper,Dolphins,Batsman,,
4aad78d3,K Zondo,Dolphins,Batsman,,
51355a30,LC Ngoepe,Warriors,Batsman,,
016e5101,M Shezi,Dolphins,Bowler,,
710dd98c,MN van Wyk,Dolphins,Batsman,,
8b248d88,R Frylinck,Dolphins,Batsman,,
2f873ad6,S Seyibokwe,Warriors,Batsman,,
8361e524,SSB Magala,Warriors,Bowler,,
179bea21,SSN Nqweni,Warriors,Bowler,,
890b877d,VB van Jaarsveld,Dolphins,Batsman,,
1cb14aa4,CJ Dala,Titans,Bowler,,
a6439076,J Wolhuter,Unknown,Unknown,,
b0419f8c,JD Cloete,Unknown,Unknown,,
d83d7796,MW Brown,Unknown,Unknown,,
abd541e6,NM Serame,Cape Cobras,Bowler,,
c0215bbd,CD Isaacs,Unknown,Unknown,,
a8e56914,D Olivier,Knights,Bowler,,
22b70cb8,LLL Sesele,Knights,Batsman,,
c1a1acf3,S Wadvalla,Unknown,Unknown,,
a833f99c,JD Vandiar,Titans,Batsman,,
39f01cdb,KP Pietersen,Dolphins,Batsman,,
d0db2e43,M Gqadushe,Dolphins,Bowler,,
7ec9711d,P Subrayen,Dolphins,Bowler,,
fdcfd4aa,Stephen Harris,Unknown,Unknown,,
1d105638,M Budaza,Knights,Bowler,,
01dc3ec0,P Botha,Knights,Bowler,,
23638956,SR Harmer,Unknown,Batsman,,
df5a6881,DP Conway,Lions,Batsman,,
04a5b56e,OA Ramela,Lions,Batsman,,
3a60e0b5,WD Parnell,Cape Cobras,Bowler,,
01698fee,Z Pongolo,Lions,Bowler,,
70d117de,A Jacobs,Unknown,Unknown,,
8b4c4069,D Govindjee,Unknown,Unknown,,
d9092a19,DJ White,Warriors,Batsman,,
d1305df0,AGS Gous,Knights,Batsman,,
4fbfa544,MS Jansen,Unknown,Unknown,,
a467273e,RJ Engelbrecht,Dolphins,Bowler,,
90d6cdea,TB de Bruyn,Knights,Batsman,,
6a26221c,AK Markram,Titans,Batsman,,
b56dc5f7,BE Hendricks,Cape Cobras,Unknown,,
537f5ab2,DL Piedt,Titans,Unknown,,
27880adb,RN Birkenstock,Unknown,Unknown,,
92edb363,RN Hendricks,Unknown,Unknown,,
c50bfbc2,A Myoli,Lions,Bowler,,
66c21d35,BM White,Unknown,Unknown,,
93a6d2d0,PJ Vosloo,Unknown,Unknown,,
a83c44b8,A Gqamane,Warriors,Batsman,,
cba5185d,AR Swanepoel,Knights,Batsman,,
02ba88e3,LB Gcuma,Unknown,Unknown,,
11614d87,D Pretorius,Lions,Batsman,,
6e6fb538,JL du Plooy,Knights,Batsman,,
b847829f,LL Mnyanda,Knights,Batsman,,
704af8eb,MN Erlank,Knights,Batsman,,
3bf40832,GL Cloete,Warriors,Batsman,,
89c62cf5,A Steenkamp,Unknown,Unknown,,
7bc29ffb,CA Dry,Knights,Batsman,,
1b42a100,BS Makhanya,Dolphins,Bowler,,
bec17912,LJ Willemse,Unknown,Unknown,,
72e60730,A Vala,Papua New Guinea,Batsman,,
e85d03d6,BM Scholtz,Namibia,Bowler,,
8dc305e7,C Peake,Namibia,Bowler,,
9920dd86,CA Soper,Papua New Guinea,Batsman,,
e16e7347,CG Williams,Namibia,Batsman,,
448f4f1c,CM Brown,Unknown,Unknown,,
9db20c92,D Bau,Papua New Guinea,Batsman,,
915264c2,HN Ya France,Namibia,Bowler,,
6a685375,JB Reva,Papua New Guinea,Batsman,,
bb134e5c,JJ Smit,Namibia,Bowler,,
9f308dfc,JP Kotze,Namibia,Batsman,,
48a506ab,L Oala,Unknown,Unknown,,
6b4593ee,L Siaka,Papua New Guinea,Batsman,,
5be810ba,MD Dai,Papua New Guinea,Batsman,,
a36915ce,N Vanua,Papua New Guinea,Batsman,,
47e20f64,NRP Scholtz,Namibia,Bowler,,
9a95bebb,S Bau,Papua New Guinea,Batsman,,
9ff7f691,SF Burger,Namibia,Bowler,,
e8511411,SJ Baard,Namibia,Bowler,,
800187dc,SR Bernard,Unknown,Unknown,,
a82eb3fb,TP Ura,Papua New Guinea,Batsman,,
e64c10dd,VV Morea,Papua New Guinea,Batsman,,
094942b3,W van Vuuren,Namibia,Batsman,,
7516045a,WT Gavera,Papua New Guinea,Batsman,,
8716233e,ZE Green,Namibia,Batsman,,
7c9c0f18,A Kapa,Unknown,Unknown,,
5af592d2,G Snyman,Namibia,Batsman,,
3c87f0c3,JN Frylinck,Namibia,Bowler,,
defd49f6,AK Mandal,Nepal,Batsman,,
96503059,Ahsan Malik,Netherlands,Unknown,,
82342b13,B Bhandari,Nepal,Batsman,,
98d05440,B Regmi,Nepal,Batsman,,
634a7b21,BN Cooper,Netherlands,Batsman,,
7c215d14,DT Jukes,Unknown,Unknown,,
b2e1d224,G Malla,Nepal,Batsman,,
6e9d5add,HKG Jansen,Unknown,Unknown,,
f53b3e1d,Karan KC,Nepal,Batsman,,
3e285c0a,MA Din,Unknown,Unknown,,
b03db6fa,MJG Rippon,Netherlands,Bowler,,
37312a74,Mudassar Bukhari,Netherlands,Bowler,,
12c3ba4d,P Khadka,Nepal,Batsman,,
4557dc54,PA van Meekeren,Netherlands,Bowler,,
abbdca1a,PM Seelaar,Netherlands,Unknown,,
ee3ad356,R Rijal,Nepal,Batsman,,
05c2ca46,RE van der Merwe,Netherlands,Bowler,,
b410bd3d,S Lamichhane,Nepal,Batsman,,
3de06845,S Vesawkar,Nepal,Batsman,,
18261c22,SJ Myburgh,Netherlands,Batsman,,
3c4007d3,Sagar Pun,Nepal,Batsman,,
1adb8ee8,Sompal Kami,Nepal,Batsman,,
d99cc23a,T van der Gugten,Netherlands,Bowler,,
20f4a109,TGJ Gruijters,Netherlands,Unknown,,
0d677597,W Barresi,Netherlands,Batsman,,
7081491e,AA Obanda,Kenya,Batsman,,
f6c2659d,Aizaz Khan,Hong Kong,Bowler,,
552b228c,Anshuman Rath,Hong Kong,Batsman,,
fbb657bb,Babar Hayat,Hong Kong,Batsman,,
1e25b5bf,C Carter,Hong Kong,Batsman,,
5680f1ad,CO Obuya,Kenya,Batsman,,
45994517,D Odhiambo,Unknown,Unknown,,
9048c17e,DM Gondaria,Kenya,Batsman,,
d3851cd8,Ehsan Khan,Hong Kong,Bowler,,
31865a5b,Gurdeep Singh,Kenya,Batsman,,
ca92a578,IA Karim,Kenya,Batsman,,
d5ae21a2,KD Shah,Hong Kong,Batsman,,
eb4f9c61,LN Oluoch,Kenya,Bowler,,
c6e10e5c,NK Patel,Kenya,Bowler,,
c07a1f41,NM Odhiambo,Kenya,Bowler,,
753b5a2d,NN Odhiambo,Kenya,Bowler,,
023f6b02,Nadeem Ahmed,Hong Kong,Bowler,,
e3eb9e46,Nizakat Khan,Hong Kong,Batsman,,
f3c22863,R D'Mello,Unknown,Unknown,,
7fa6bd8e,RR Patel,Kenya,Bowler,,
49118dc7,SO Ngoche,Kenya,Bowler,,
2cc08c3c,Shahid Wasif,Hong Kong,Batsman,,
571f11e4,Tanveer Ahmed,Hong Kong,Bowler,,
5f5ca1a7,Tanwir Afzal,Hong Kong,Bowler,,
e9a870ed,AC Evans,Scotland,Bowler,,
469ccead,CB Sole,Scotland,Bowler,,
7b5c6c0b,CD Wallace,Scotland,Batsman,,
e6d298e8,CD de Lange,Scotland,Batsman,,
9c376401,CS MacLeod,Scotland,Batsman,,
e6789a88,DA Haggo,Unknown,Unknown,,
1ace56d4,GO Brathwaite,Unknown,Unknown,,
33cb7803,IN Ramage,Unknown,Unknown,,
85d8110a,KJ Coetzer,Scotland,Batsman,,
8b261d84,MH Cross,Scotland,Batsman,,
1252f71a,MRJ Watt,Scotland,Bowler,,
a56f4b65,PL Mommsen,Scotland,Batsman,,
e21bc7f3,RD Berrington,Scotland,Batsman,,
f43dd8c2,SM Sharif,Scotland,Batsman,,
35971419,Waqas Khan,Hong Kong,Batsman,,
28131839,MA Leask,Scotland,Batsman,,
f06852e3,AJT Dowdalls,Unknown,Unknown,,
bd0a4a7d,CA Young,Ireland,Bowler,,
70456281,Ehsan Nawaz,Hong Kong,Unknown,,
9061a703,J Little,Ireland,Bowler,,
ec02b798,WTS Porterfield,Ireland,Batsman,,
9f0270e0,AG Cremer,Zimbabwe,Batsman,,
2e171977,AR Patel,India,Bowler,,
70d205c9,AT Rayudu,India,Batsman,,
d8b2f218,BB Sran,India,Bowler,,
f32dbc84,CJ Chibhabha,Zimbabwe,Batsman,,
c96311d4,CR Ervine,Zimbabwe,Batsman,,
d2a989fc,DS Kulkarni,India,Bowler,,
d2babdd5,E Chigumbura,Zimbabwe,Batsman,,
c15e2193,FY Fazal,Unknown,Batsman,,
31fbf891,H Masakadza,Zimbabwe,Batsman,,
5e39110e,I Chabi,Unknown,Unknown,,
462411b3,JJ Bumrah,India,Bowler,,
944533a5,KK Nair,India,Batsman,,
b17e2f24,KL Rahul,India,Batsman,,
99d63244,KM Jadhav,India,Batsman,,
93b4fc78,MK Pandey,India,Batsman,,
4a8a2e3b,MS Dhoni,India,Batsman,,
a1d3540a,PJ Moor,Zimbabwe,Batsman,,
5fef85ee,R Mutumbami,Zimbabwe,Batsman,,
89087a0d,RB Tiffin,Unknown,Unknown,,
26d041c4,Sikandar Raza,Zimbabwe,Batsman,,
a945bb28,T Muzarabani,Zimbabwe,Batsman,,
4a3132b1,TJ Matibiri,Unknown,Unknown,,
5bbabe59,TL Chatara,Zimbabwe,Batsman,,
0fdabe05,V Sibanda,Zimbabwe,Batsman,,
57ee1fde,YS Chahal,India,Bowler,,
6a4734ae,L Rusere,Unknown,Unknown,,
6345307f,O Chirombe,Unknown,Unknown,,
afe57f7a,SC Williams,Zimbabwe,Batsman,,
dbfb8218,DT Tiripano,Zimbabwe,Batsman,,
ec4dada1,MN Waller,Zimbabwe,Batsman,,
4a36c370,N Madziva,Zimbabwe,Batsman,,
f55c526f,T Maruma,Zimbabwe,Batsman,,
21bf71ab,T Mupariwa,Zimbabwe,Batsman,,
26f12506,CT Mutombodzi,Zimbabwe,Batsman,,
1e66c162,JD Unadkat,India,Bowler,,
c3a96caf,Mandeep Singh,India,Batsman,,
26a85969,R Dhawan,India,Bowler,,
856228d3,S Rwaziyeni,Unknown,Unknown,,
4bc0a378,WP Masakadza,Unknown,Unknown,,
1bae756b,ADS Fletcher,St Lucia Zouks,Batsman,,
b0946605,AS Joseph,St Kitts and Nevis Patriots,Bowler,,
b57f8a9a,BJ Hodge,St Kitts and Nevis Patriots,Batsman,,
08a4f9ad,DC Thomas,St Kitts and Nevis Patriots,Batsman,,
c0babb93,DE Johnson,St Lucia Zouks,Batsman,,
c03c6200,DJG Sammy,St Lucia Zouks,Batsman,,
5cbeeb02,Denavon Hayles,Unknown,Unknown,,
0ebfb1ad,E Lewis,St Kitts and Nevis Patriots,Batsman,,
09a9d073,J Charles,St Lucia Zouks,Batsman,,
4180d897,JE Taylor,St Lucia Zouks,Bowler,,
0a9d8b61,JL Carter,St Kitts and Nevis Patriots,Bowler,,
fb496f7a,K Lesporis,St Lucia Zouks,Batsman,,
531f0278,K Santokie,St Kitts and Nevis Patriots,Bowler,,
89f64c19,LMP Simmons,St Kitts and Nevis Patriots,Batsman,,
5bb5a915,M Morkel,St Lucia Zouks,Bowler,,
48fd7349,MEK Hussey,St Lucia Zouks,Batsman,,
25bcf808,PA Gustard,Unknown,Unknown,,
76388dc8,S Badree,St Kitts and Nevis Patriots,Bowler,,
d76b0d2d,S Shillingford,St Lucia Zouks,Batsman,,
4329fbb5,SR Watson,St Lucia Zouks,Batsman,,
a1d053dd,SS Cottrell,St Kitts and Nevis Patriots,Bowler,,
ca6bf044,Zahid Bassarath,Unknown,Unknown,,
eca0c288,A Bramble,Guyana Amazon Warriors,Batsman,,
35205dfc,DR Smith,Guyana Amazon Warriors,Batsman,,
c03449e0,GD Elliott,St Lucia Zouks,Batsman,,
773cec26,JN Mohammed,Guyana Amazon Warriors,Batsman,,
73c18486,KR Mayers,St Lucia Zouks,Bowler,,
df60a57a,O Peters,Guyana Amazon Warriors,Unknown,,
e7de4f6b,RR Emrit,Guyana Amazon Warriors,Batsman,,
48a1d7b7,SO Hetmyer,Guyana Amazon Warriors,Batsman,,
64d43928,Sohail Tanvir,Guyana Amazon Warriors,Bowler,,
78dfe704,V Permaul,Guyana Amazon Warriors,Bowler,,
ed90abe4,AP Devcich,Trinbago Knight Riders,Bowler,,
b8a55852,BB McCullum,Trinbago Knight Riders,Batsman,,
d1523761,D Ramdin,Trinbago Knight Riders,Batsman,,
87e562a9,DJ Bravo,Trinbago Knight Riders,Bowler,,
557153ca,KK Cooper,Trinbago Knight Riders,Bowler,,
ea3ffd1b,NO Miller,Trinbago Knight Riders,Bowler,,
684a56df,RR Beaton,Trinbago Knight Riders,Bowler,,
9d430b40,SP Narine,Trinbago Knight Riders,Bowler,,
1920c721,WKD Perkins,Trinbago Knight Riders,Batsman,,
4d1ec7eb,A Nao,Papua New Guinea,Bowler,,
4d84ad05,CJA Amini,Papua New Guinea,Batsman,,
c57fa67e,E Otieno,Kenya,Batsman,,
3e326efc,JNT Vare,Papua New Guinea,Batsman,,
0939c670,MA Ouma,Kenya,Batsman,,
6cedad99,EB Ringera,Kenya,Bowler,,
87a92b6b,N Pokana,Papua New Guinea,Bowler,,
db1bf9c2,RN Patel,Kenya,Batsman,,
0d51e658,CD Barnwell,Guyana Amazon Warriors,Batsman,,
511299c1,JD Ward,Unknown,Unknown,,
5dee559a,LS Reifer,Unknown,Unknown,,
925d2e93,PJ Nero,Unknown,Unknown,,
36d33dd0,RR Sarwan,Trinbago Knight Riders,Unknown,,
4b9184fd,S Crawford,Unknown,Unknown,,
f8cdc4d7,SA Jacobs,Guyana Amazon Warriors,Bowler,,
364ee2cf,SJ Benn,Trinbago Knight Riders,Bowler,,
78bb68d4,Y Cariah,Trinbago Knight Riders,Unknown,,
c4487b84,AB de Villiers,Barbados Tridents,Batsman,,
fb0d68b4,AI Ross,Jamaica Tallawahs,Batsman,,
4d7f517e,AJ Hosein,Barbados Tridents,Bowler,,
7f148ce7,AM McCarthy,Jamaica Tallawahs,Batsman,,
bbff906c,CAK Walton,Jamaica Tallawahs,Batsman,,
db584dad,CH Gayle,Jamaica Tallawahs,Batsman,,
b67bfaae,GE Mathurin,Jamaica Tallawahs,Bowler,,
2ae01eb0,I Khan,Barbados Tridents,Bowler,,
2b85c8e6,JL Jaggesar,Jamaica Tallawahs,Bowler,,
ef9a3298,Jonathan Blades,Unknown,Unknown,,
6b71e6cf,KC Sangakkara,Jamaica Tallawahs,Batsman,,
